nom;categorie;description;image;fichier_source
Camping l'Ile aux Perdrix;Hébergement;Dans un parc arboré de 19 ha, le camping vous accueille dans une ambiance familiale, conviviale et amicale. Des activités pour toute la famille (baignade, mini-golf, baby-foot,multisports...) sont proposées pour des vacances chaleureuses et simples.;;0/0b/13-0b54a9f9-70d7-3cea-b45b-6b4e15349fa2.json
Les Pierres Blanches;Autres points d'intérêt;Ce restaurant familial, situé à l'arrivée du télésiège des Pierres blanches, au bord de l'unique piste de retour de la Plagne à Montchavin, et du départ du télésiège du Dos rond, vous accueille depuis 1975;;0/0b/13-0b568a50-6ef7-3325-8962-29c980511003.json
Stade de football;Sports et activités outdoor;A_GENERER_VIA_IA;;0/0b/13-0b56ac31-4414-3da4-bc7c-77fbf3b5d6b1.json
Tennis du Biot;Sports et activités outdoor;Envie d'échanger quelques balles ? Profitez du terrain de tennis qui est à votre disposition au centre du village du Biot.;;0/0b/13-0b56f0b4-ebee-3f7e-ba7b-353e26fbe5fc.json
Rencontre  au refuge du Fond D'Aussois avec un garde du Parc national de la Vanoise;Nature et détente;A 17h30, rendez-vous au refuge pour échanger avec un garde-moniteur du Parc national de la Vanoise;;0/0b/13-0b57dfda-51ee-31e4-81a5-33fc626adef1.json
Circuit Randoland Vourles;Nature et détente;""" Finies les balades où les enfants traînent les pieds ! "" Il va leur falloir ouvrir l’œil pour aider l'inspecteur Rando a résoudre les énigmes le long de cette jolie balade familiale de 3,5 km à la découverte du village de Vourles et de ses vergers.";;0/0b/13-0b59350b-6e9b-3428-ae95-5518918afd13.json
B7 - Pracoua Les Granges - Départ Méribel;Autres points d'intérêt;Boucle entre prés et forêt à la découverte des montagnettes avec vue sur les différents quartiers de Méribel centre;;0/0b/13-0b5ba736-e222-361f-a6f0-1874fcda16c7.json
Centre culturel et des congrès André Grosjean;Autres points d'intérêt;Pour vos congrès, séminaires, conventions, salons, expositions, billetterie des spectacles... l'équipe du Centre des Congrès s'adapte à vos besoins.;;0/0b/13-0b5e867d-f300-3216-8b18-b132adba757e.json
Livron;Autres points d'intérêt;Perché au centre de la Vallée du Rhône et à la porte d’entrée de la Vallée de la Drôme, le site du Haut-Livron a toujours occupé une position stratégique. Place forte des évêques de Valence puis bastion protestant, Livron possède une histoire riche.;;0/0b/13-0b5eac97-0c96-3062-9ed8-eece57ee3a56.json
Église Saint-Julien;Culture et patrimoine;Église avec un choeur (fin XIVe) de style gothique flamboyant.;;0/0b/13-0b60059a-a083-35e1-87d0-48464e8ee503.json
Restaurant Aux Ducs de Bourbon;Restauration et gastronomie;Situé au centre-ville dans un quartier calme proche de la cité médiévale du vieux Montluçon, l'hôtel des Bourbons vous accueille dans sa très belle bâtisse de la fin du 19ème siècle.;;0/0b/13-0b61f805-5927-312d-b352-ab23a7ababc1.json
Camping les Actinidias;Hébergement;Camping familial situé au bord de la rivière Chassezac et à côté du Bois de Païolive. Accueil en toute simplicité pour vous offrir des vacances relaxantes ou sportives.;;0/0b/13-0b6389f9-99e6-33cc-8c53-14d85612226a.json
La retenue de la Girotte;Autres points d'intérêt;La Girotte est un lac de retenue dans un très beau cadre de montagne. La pratique de la pêche se complique parfois lorsque les eaux provenant des glaciers du Mont Blanc deviennent laiteuses.;;0/0b/13-0b64c914-aad5-3af2-be38-5c69a21e06cf.json
Oxygène Glisse & Aventure;Autres points d'intérêt;"Parcourez 5kms de piste depuis le Col de la Croix-Fry jusqu'au village de La Clusaz à bord de votre luge à volant équipée de frein !
Encadré par des moniteurs de ski diplômés, profitez de près d'une heure de glisse dans un décor de rêve....";;0/0b/13-0b6767d9-d50f-35d2-a78b-2167dee0f396.json
La Hutte Gauloise;Autres points d'intérêt;Restaurant au charme d'antan, situé sur le plateau de Gergovie et offrant une vue dégagée.;;0/0b/13-0b67a22c-4792-33cd-acac-d33da070aad6.json
WWE Friday Night Smackdown;Autres points d'intérêt;La WWE revient à la LDLC Arena de Lyon-Décines pour le Friday Night Smackdown le 29 aôut 2025 ! Inscrivez-vous à l’alerting dès maintenant pour ne pas rater la mise en vente !;;0/0b/13-0b690ab1-3617-301b-91a3-24c20d5025e9.json
Bureaux and Co;Autres points d'intérêt;"Trouvez votre espace de travail flexible.
Nous concevons et animons des espaces de travail pour vous et vos équipes afin de vous permettre de vous concentrer sur l'essentiel de votre activité.";;0/0b/13-0b6b999a-7dac-3120-9782-4c324353f06e.json
Hôtel Le Relais du Bois Vialotte;Hébergement;"Un hôtel dans un nid de verdure où vous serez séduit par le calme et le silence.
Le restaurant de l'hôtel, uniquement réservé à la clientèle, vous servira une cuisine de terroir authentique.";;0/0b/13-0b6c1b84-48a3-3e14-92ee-727329d2d1c4.json
Les rives du parc;Nature et détente;Studio meublé de 26 m² (en rez-de-chaussée), à proximité immédiate du quartier thermal et historique (130 m), du Parc Napoléon 3 bordant le lac d'Allier (200 m) et des thermes (400 m).;;0/0b/13-0b6c7f52-29ee-379f-a5b7-51970535dd82.json
Château des Tours Gîte du Vigneron;Hébergement;Gîte de groupe aménagé dans un ensemble architectural du XIIème siècle de caractère, au coeur du vignoble beaujolais, à 12 km de Villefranche, comportant ds un bât. mitoyen un autre gîte de 46 lits.;;0/0b/13-0b6cb9ea-4480-31bc-9e8c-079232c5ae47.json
Espace Patinoire;Autres points d'intérêt;"La patinoire de Méribel est accessible à tous au Parc Olympique !
Nocturnes, découverte en famille et pour les enfants avec matériel pédagogique (quantité limitée).";;0/0b/13-0b6d265e-3a83-374d-92a4-346f2eee3613.json
GÎte Le Rocher;Hébergement;En surplomb des Gorges de la Sioule, avec une vue imprenable sur la rivière et le château, le gîte vous propose calme, bien être et sérénité au cœur de la nature.;;0/0b/13-0b6df6a6-8bf9-377d-993f-8c07edd99bcc.json
L'évidence;Autres points d'intérêt;Le petit restaurant, spécialisé en cuisine orientale, se situe dans le centre ville derrière le Marché Couvert.;;0/0b/13-0b6df824-8cca-373b-94cd-703dd6ae3026.json
Hôtel-Restaurant Auberge du Tétras-Lyre;Hébergement;L'hôtel** du Tétras-Lyre chaleureux et familial est situé au centre du Village de Vassieux-en-Vercors en Vercors Drôme. Idéalement placée pour les séjours d'été et d'hiver, vous pratiquerez le ski, des sorties chiens de traineaux, la randonnée, le VTT.;;0/0b/13-0b6f2450-48c6-3523-b1d0-d77ca7ce238d.json
Château de Clusors;Culture et patrimoine;"Ouverture des extérieurs uniquement pour les Journées du Patrimoine.
Le château de Clusors est situé sur une ancienne motte face à Saint-Menoux et contre la forêt de Bagnolet.";;0/0b/13-0b6f359f-59c7-30df-8dc6-4c6957503599.json
Base de loisirs - Plan d'eau Le Bassin;Nature et détente;Base de loisirs (pêche et aire de jeux) située dans un cadre agréable et tranquille à proximité de la voie verte sur le chemin de halage du canal latéral à la Loire.;;0/0b/13-0b7185a1-f41b-372a-8b5f-7e9bcc9b4767.json
Bibliothèque municipale;Culture et patrimoine;Sur place, vous pouvez consulter tous les documents de la bibliothèques, romans, documentaires, mensuels, BD, pour petits et grands, ainsi que des liseuses, une tablette numérique...;;0/0b/13-0b71ac61-4962-3817-b14e-d94ea45e1786.json
Hôtel l'Aiguille Noire;Hébergement;Au cœur de la station et de ses équipements, l'Aiguille Noire se situe à moins de 5 mn des infrastructures principales de Valloire. Hôtel au premier étage et Appart’hotel disponible au 2ème étage.;;0/0b/13-0b72bf72-b8e0-3b39-9ef1-d9c7d3434d16.json
Piste cyclable d'altitude Tougnète;Autres points d'intérêt;Piste d'altitude uniquement réservée aux vélos, la montée des Menuires à Tougnète vous offre des points de vue imprenables sur la Vallée des Belleville. Ces 7 km de montée peuvent se rouler à vélo de route, ou en Ebike, sans être gênés par la circulation.;;0/0b/13-0b73a548-c73a-35d6-86db-66db7ba073af.json
Médiathèque de Saint-Cernin;Culture et patrimoine;Multitude d'activités sont possibles à la médiathèque de Saint-Cernin.;;0/0b/13-0b749649-851a-325a-8223-d69492f5dcf7.json
"Rivière ""l'Appéum""";Autres points d'intérêt;Prenant sa source à Francheleins et rejoignant la Saône peu après avoir quitté la commune, l’Appéum est une rivière propre et sportive pour la pêche à la truite. Vous pourrez l'admirer en empruntant les circuits de randonnées pédestres de Francheleins !;;0/0b/13-0b763b28-ac8f-31ce-b6ce-cef6366b4307.json
Camping Le Jalinier;Hébergement;Situé au pied du rocher du Saint Julien et en bordure de l’Ouvèze, proche des commerces et services, le camping municipal vous accueille dans un environnement calme, propice à la détente et au repos.;;0/0b/13-0b7841f2-454c-3c69-a697-817bf0d95e67.json
MOS PUB Mercière;Restauration et gastronomie;Le MOS PUB Mercière vous accueille sur sa grande terrasse, dans son grand intérieur ou sur ses deux belles mezzanines. Un bar proposant un large choix de bières, une belle liste de cocktails et spritz, des plats gourmands et ses fameux tapas !;;0/0b/13-0b78769a-4411-3e2c-977d-349bd0f0f459.json
Randonnées en Baronnies;Autres points d'intérêt;Au cœur du Parc Naturel Régional des Baronnies, venez découvrir la richesse d'un territoire encore méconnu. Partez avec nous sur des sentiers au caractère montagnard et provençal !;;0/0b/13-0b7a0e64-68ff-3a9a-94c5-8060c16a9566.json
Engimono;Autres points d'intérêt;Le restaurant Engimono propose de découvrir la véritable cuisine de la Chine ainsi que sa culture.;;0/0b/13-0b7a8f6b-ad75-3978-be64-b51eeacde4a9.json
Thierry Bardagi - Accompagnateur en montagne;Nature et détente;Naturaliste et instructeur marche nordique, spécialisé Yoga de la marche, Thierry Bardagi vous propose de nombreuses sorties familiales, en pleine nature, dans un esprit chaleureux et convivial.;;0/0b/13-0b7ad74e-85a8-38da-85df-fd3ece618597.json
Le Chantecler;Autres points d'intérêt;Notre restaurant vous accueille dans un cadre chaleureux, venez découvrir notre nouvelle carte inspirée de l'histoire et des origines de notre Chef Wook Girin.;;0/0b/13-0b7b5cb6-8560-32e4-87cd-56371d762c0f.json
Ville à joie | Chanteuges;Autres points d'intérêt;Au service des territoires, des troupes itinérantes multi services passent sur les places des communes pour y proposer, le temps d’une journée, des commerces, des services et de l’animation.;;0/0b/13-0b7c2142-a508-31fa-b1c3-01be3a6277be.json
Zen River Camp;Autres points d'intérêt;Vivez une expérience unique alliant aventure en eaux vives (rafting, kayak, pack raft), bien être, yoga et immersion en pleine nature. Idéal pour se ressourcer et vivre des sentions fortes dans le cadre exceptionnel de la Vallée du Giffre.;;0/0b/13-0b7f2aac-55ce-3c53-8464-c4e7af074911.json
Terre d'Horizon;Autres points d'intérêt;Hébergements bois tout confort en pleine nature, avec espace bien-être et petite restauration.;;0/0b/13-0b816526-a50d-3abb-9a77-e1ad6487c9cc.json
Aiguille de Blaitière;Autres points d'intérêt;L'Aiguille de Blaitière est situé dans le massif du Mont-Blanc et culmine à 3522m.;;0/0b/13-0b85257d-7bd7-3a51-abb4-67cbc693e76d.json
Camping Municipal le Pré du Moulin;Hébergement;Le camping ombragé est situé à proximité du village (300 m) dans un écrin de verdure, il offre un accès idéal aux activités du territoire.;;0/0b/13-0b854df2-052f-3ec9-bf22-7bd8e4da3dc3.json
La Villa Balthazar;Hébergement;Galerie d'art contemporain au cœur de Valence, La Villa Balthazar présente dans son espace d'exposition de 500 m2 le travail d'artistes plasticiens, reconnus ou émergents, de la scène contemporaine.;;0/0b/13-0b8730be-8be6-3bbd-bebf-d0d9b73124d0.json
Décollage de l'Aouille du Criou;Autres points d'intérêt;Spot décollage parapente.;;0/0b/13-0b88147a-c72f-33ce-b505-8a354897ec5f.json
FLYTANDEM;Autres points d'intérêt;"Pourquoi ne pas découvrir la montagne.... depuis les airs !
En route pour cette magnifique aventure, accessible à tous, petits et grands.";;0/0b/13-0b8817a7-f557-3bd0-893a-678a5f1c1e07.json
Equitation Les Crinières de Roche Colombe - Ferme équestre;Sports et activités outdoor;Balades à Cheval ou à Poneys, promenades à l'heure, 1h30, 2h, demi-journée et journée. Stages de demi-journée et journée. Randonnées. Débutant ou confirmé. 2 enseignants diplômés d'état.;;0/0b/13-0b882c9e-5433-3910-82af-6a892880f676.json
Tommy's Burgers;Autres points d'intérêt;Un snack chaleureux, ouvert à tous.;;0/0b/13-0b8b8667-8600-3299-807e-5e167ab21d6f.json
Bakhchich Baba;Autres points d'intérêt;Un cadre digne des Mille et une nuit pour un voyage des sens autour d'une carte imaginative. Tous les vendredis et jeudis soirs des soirées couscous méchoui pour se distraire et se régaler autour de danseuses orientales. Grande tente berbère extérieure.;;0/0b/13-0b8cd782-fccc-328f-866f-74073bc43c68.json
Cuisine en Scène;Autres points d'intérêt;"Le lieu idéal pour tous les fans de ravioles au cœur d'Annonay.
Moules frites l'été";;0/0b/13-0b8e172b-f9cb-30f0-976a-19c06c0d03e9.json
Location de trottinettes électriques;Hébergement;"Location de trottinettes électriques.
Activité proposée aux adultes ou aux enfants de plus de 12 ans accompagnés des parents.";;0/0b/13-0b8ecaf3-1bd2-338f-adb1-fade52acf050.json
Haut Les Grappes – atelier dégustation;Autres points d'intérêt;Vous voulez en savoir plus sur le vin ? Venez apprendre les bases de la dégustation lors d'une initiation, ou découvrir lors des ateliers à thèmes tous les secrets qui se cachent derrière les bouteilles. Mais aussi organisation de wine tour sur mesure;;0/0b/13-0b901729-727c-3039-8081-dff68c03978d.json
Fast Food d'altitude - Burgershack Alt.2600m;Autres points d'intérêt;"Venez découvrir le « Burgershack » !
Pas moins de 7 burgers différents avec le pain de notre boulanger ! 
​Du classic au végétarien, seul ou en menu boisson / frites et/ou dessert, au soleil ou au coin du feu.";;0/0b/13-0b91ccb6-b795-3bba-876e-62f15151fcd9.json
Boulangerie Chez Paul et Emilie;Restauration et gastronomie;Boulangerie pâtisserie artisanale en plein cœur du centre-ville. Venez découvrir notre gamme de pains, viennoiseries et pâtisseries.;;0/0b/13-0b9384b4-d4cd-3385-89c8-d7f1a1ea596b.json
Le Cairn;Autres points d'intérêt;Brasserie pizzéria au cœur de la station d'Arc 1600.;;0/0b/13-0b93bc2b-8c3e-378a-8c19-e18f4cf31740.json
Barrage des Plats;Autres points d'intérêt;"Nouveauté ! Vous pourrez vous adonner à votre loisir préféré sur le barrage des Plats à compter de mars 2025. 
Attention interdiction de pêche sur une zone allant de 50m en amont jusqu'à 50m en aval du mur (réserve).";;0/0b/13-0b940bd8-0360-3bae-af54-246451213cfa.json
Le Grizzly's;Autres points d'intérêt;Niché au cœur des Menuires, Les 3 Vallées,le Grizzly's est un restaurant montagnard cosy.  Vous serez accueilli dans un décor moderne, chaleureux et raffiné.;;0/0b/13-0b94b5e2-268a-3a6f-942e-b58efaa92202.json
Marché de Barberaz;Spectacles et événements;Marché de fruits et légumes, présence d'une fromagerie et d'une boucherie.;;0/0b/13-0b94c165-4992-3d4c-8812-58546f7c5aea.json
Micro aventure Circuit des trésors cachés;Nature et détente;Les micro-aventures du Géoparc Beaujolais vous guident au cœur de grands espaces et à la rencontre de producteurs locaux. Lors de cet itinéraire,  le circuit des trésors cachés invite à la découverte des joyaux d’architecture de  Villefranche-sur-Saône.;;0/0b/13-0b96bea0-a4bf-3436-93aa-272324bb4f20.json
Paul;Autres points d'intérêt;A_GENERER_VIA_IA;;0/0b/13-0b978b26-1bcd-3554-8b34-668df4ea54d8.json
Le tribunal de Murat;Autres points d'intérêt;L’actuelle Maison des services de Murat était en réalité un couvent tenu par les Dominicaines de sainte Catherine de Sienne fondé en 1634 et détruit en 1771 par un incendie qui ravagera également une partie de la cité.;;0/0b/13-0b9c3a8d-4056-361d-938a-266326ce05c6.json
Escalade - Rocher d'escalade;Autres points d'intérêt;"Rocher de Comborcière RD 926.
Rocher naturel équipé de 20 voies de tout niveau (4 à 6b+) jusqu'à 80m de dénivelé.
Exposition sud-est, rocher : gneiss.
Accès gratuit. Descriptif à l'Office de Tourisme.";;0/0b/13-0b9d7a86-cb27-3bf9-9965-588fedd0b905.json
Au Petit Bouchon;Autres points d'intérêt;Restaurant multi-facettes proposant une cuisine familiale les midis en semaine, une cuisine semi-gastronomique les soirs et week-ends et une cuisine en terrasse esprit guinguette à la belle saison. Carte saisonnière.;;0/0b/13-0b9d956e-aee7-39fb-bf0f-246ef05d1a05.json
Église Saint-Georges;Culture et patrimoine;Visite libre avec pupitre d'information. Construite au XIIe siècle, l'église Saint-Georges a subi de nombreuses transformations au cours des siècles.;;0/0b/13-0b9e4b12-0736-33ad-8fcc-83fcd9420b24.json
La Lance;Autres points d'intérêt;Ancienne chevrerie, au charme des pierres apparentes, dans un hameau, au pied de la Lance et de bien d’autres départs de randonnée (aussi bien à pied qu’à vélo.) La riviere ‘’Le lez’’ est à 400m.Entouré de champs de lavande et de montagnes;;0/0b/13-0b9ede45-a42f-3d0f-8961-326cb391191d.json
Arbres et Sens Aventures - Prestataires d'activités;Autres points d'intérêt;Venez découvrir l'une des plus grandes tyroliennes de Rhône-Alpes 600m A/R dans le parc Arbres et Sens Aventures sur le site de la Grange du Pin.;;0/0b/13-0b9fb34e-268c-3384-9246-19c9336478be.json
Maka Wakan - balades, éthologie, animations;Autres points d'intérêt;« Approche  sensitive  du cheval »  :  l’idée  est  de  développer  des rapports  affectifs et émotionnels entre l’homme et l’animal.;;0/0b/13-0ba06e5d-5220-3d5b-b1e4-8ecb0275ecb4.json
Les Écuries de Soleil'dad;Autres points d'intérêt;Cours d'équitation chevaux et poneys, stages découvertes, stages à l'heure avec intervenant, pension chevaux, passage de galops et randonnées de 2 à 8 jours.;;0/0b/13-0ba10b1a-aa9b-3096-bada-5c388b99a710.json
Marie'ânes;Autres points d'intérêt;Marie habite au hameau de la Gouille à Brénod. Elle s'occupe d'un élevage d'ânes. Toutes les races françaises sont représentées. Découverte de l'âne, promenades avec âne bâté, anniversaires à la ferme, balades en traîneau l'hiver, présence sur fêtes ...;;0/0b/13-0ba2fa13-b39d-3dc4-b15a-86253bdd54c5.json
Mountain Drop-offs;Autres points d'intérêt;"Mountain Drop-Offs est une entreprise de transferts fiable, souple et conviviale proposant des formules ""privées"" ou ""collectives"" entre l'aéroport de Genève et la vallée de Chamonix, durant toute l'année.";;0/0b/13-0ba3915d-4c2e-37d8-b69c-3b8af46991bb.json
Parc du Château de Miribel;Culture et patrimoine;Parc du chateau de Miribel qui abrite aujourd'hui l'Hôtel de Ville. En terrasse face à Belledonne, il abrite des espèces remarquables : gingko-biloba, micocoulier, filaria, tulipier de Virginie...;;0/0b/13-0ba44d8b-332f-32f1-9351-75344a0d7955.json
Château du Riau;Culture et patrimoine;Visite guidée de l'intérieur et de l'extérieur de cet ensemble rare et typique de l'architecture bourbonnaise des XVe, XVIe et XVIIe siècles : le château du XVe entouré de douves en eaux, la salle des gardes, la chapelle et la grange du XVIe.;;0/0b/13-0ba88b02-6ad7-307d-8205-8f229982f2dc.json
Facilitation graphique;Autres points d'intérêt;"Artiste et facilitatrice pour valoriser un lieu, un évènement, une valeur.
Croisement entre l’intelligence collective et l'illustration, la synthèse graphique permet d'y voir plus clair dans son organisation, dans les choix possibles pour être acteur.";;0/0b/13-0ba8f566-0a2d-3f8d-a2c1-99f379c14464.json
Au Bureau;Autres points d'intérêt;Rendez-vous dans nos pubs authentiques et uniques… Véritables lieux de vie aux décors anglo-saxons, Au Bureau rythme votre journée du matin jusqu’au soir : repas entre amis, apéro, sport, musique, danse… Vous allez aimer passer du temps Au Bureau !;;0/0b/13-0ba915f6-67f4-3111-9b3d-d70095989b7d.json
Restaurant du Refuge de Solaise;Restauration et gastronomie;"Au restaurant du Refuge, savourez une cuisine saine et de saison, avec une vue imprenable sur la vallée. 
Le week-end, profitez des apéritifs au coucher du soleil.";;0/0b/13-0baa6e94-3af5-3e2c-8881-ae1a8bed48df.json
Golf du Domaine de Saint Clair;Sports et activités outdoor;Situé dans le parc d’un château XVIIIème, le parcours est réputé pour sa situation panoramique et la largeur de ses fairways arborés, ce qui procure une agréable sensation d’espace !;;0/0b/13-0baac3b4-276d-31ae-b654-42e68ff07e40.json
Le Lac du Lou, départ Plan de l'Eau;Nature et détente;"Le sentier du Lac du Lou est une randonnée incontournable.
De difficulté modérée, elle vous mène jusqu’au plus grand lac naturel de la vallée, niché dans un écrin sauvage.
Idéal pour un pique-nique ou une pause gourmande au refuge.";;0/0b/13-0bae10f2-3abf-39e5-a193-9e47e5f322c2.json
Micro-Folie;Autres points d'intérêt;L'art et la culture pour tous : tel est le but de ce nouveau musée numérique Micro-folie. Il permet de découvrir des œuvres de grands musées nationaux comme le Louvre, le Château de Versailles, le centre Georges Pompidou...;;0/0b/13-0bae91b0-f7a8-3ca9-b04e-e1d207072c13.json
Les mercredis animés ! [animations de proximité];Autres points d'intérêt;Cet été encore, les animateurs de la MJC, accompagnés par l’Association « En passant par la Montagne », l’EPDA, ainsi que tous les autres partenaires vous donnent rendez-vous pour animer votre été !;;0/0b/13-0bb0c574-5b2a-3f06-bbde-6ec208e2b2cd.json
Restaurant d'altitude L'Etable;Restauration et gastronomie;Restaurant d'altitude situé sur les pistes de Plaine-Dranse.;;0/0b/13-0bb27b47-d961-3f88-a198-596bf1bd8a5b.json
Mozart / Kraus;Autres points d'intérêt;Violon solo supersoliste à l’Orchestre national de Lyon, Giovanni Radivo continue son exploration de la symphonie classique. Il nous fait découvrir Joseph Martin Kraus, surnommé le Mozart suédois, exact contemporain de l’illustre musicien viennois.;;0/0b/13-0bb40733-ec1b-3ca9-81c8-9e1aff735ad6.json
Studios Triangle d'Or Vichy;Autres points d'intérêt;À louer studio meublé 16 à 20 mètres carré pour 1 personne 600 euros les 3 semaines / idéal curiste / minimum 3 semaines. Tout équipé literie, cuisine, salle de bain, en résidence avec ascenseur près des sources.;;0/0b/13-0bb52177-84bd-3f99-a5cc-96a8d7e3ec70.json
Bureau des guides et Accompagnateurs de Méribel - Via Ferrata/Escalade/Alpinisme;Autres points d'intérêt;Equipé d'un baudrier, d'un casque et de longes, la via ferrata permet de tutoyer le vide en sécurité. Clipé sur le cable, avec des échelles et rampes, la via ferrata s'adresse à tout public.;;0/0b/13-0bb700b1-afe0-375c-89d3-68d9c94ddaf6.json
Pizzéria Crispiz;Restauration et gastronomie;Bel établissement rénové au centre ville . Farine biologique utilisée pour les pizzas.;;0/0b/13-0bb730c8-449a-3eb8-9726-cf7cd0b87154.json
Camping les Peupliers;Hébergement;A deux pas du village classé de Vogüé et de son château, Valérie, Alain et leur équipe vous accueillent dans un parc ombragé avec accès direct à la rivière Ardèche. Profitez de vacances entre calme et activités sur place ou toutes proches en sud Ardèche.;;0/0b/13-0bba12ff-8dea-3b93-9760-b852b19ce434.json
Auberge fleurie;Hébergement;Restaurant traditionnel. Repas ouvrier du lundi au vendredi. Samedi, dimanche et jours féries à la carte.;;0/0b/13-0bbad026-ecce-38f9-8b4e-8c04ef16f62d.json
Axel Mugnier & Travel fishing guides;Autres points d'intérêt;"Découvrez la Haute Savoie autrement, accompagné par un guide de pêche professionnel.
Des grandes rivières aux torrents de montagne en passant par les lacs d'altitude, venez vous initier ou vous perfectionner aux techniques de pêche moderne de la truite.";;0/0b/13-0bbd55d3-9078-3301-9af9-aa93e3725d37.json
L'Auberge Gonflée;Hébergement;"L’auberge Gonflée c’est une belle bâtisse en pierre avec une terrasse de charme donnant sur les montagnes ardéchoises et les vignes.
Réuni avec toute mon équipe, nous sommes heureux de vous proposer une cuisine gourmande et traditionnelle de terroir.";;0/0b/13-0bbf479b-f278-3e27-affc-a0dfe4583aa4.json
Site d'escalade de la Bastille - Le Pèr'Gras;Autres points d'intérêt;"ACCES INTERDIT 2024
Suite à un éboulement dans l’axe du site des Lames, la commune a pris un AM d’interdiction d’accès à toute la montagne du Rachais.
  
Ensoleillement et joli panorama, avec des voies variées et intéressantes.";;0/0b/13-0bbf62e0-48a2-3275-9265-009c4fb746f8.json
Ecole Nationale Supérieure de Pâtisserie - Ecole Ducasse;Restauration et gastronomie;Depuis maintenant 40 ans, l'Ecole Nationale Supérieure de Pâtisserie (ENSP) est l'école de référence en France et à l'international, pour les professionnels des arts de la pâtisserie, boulangerie, chocolaterie, confiserie et glace.;;0/0b/13-0bc09e97-16e4-34cf-9183-6fbc628a2a0b.json
Pampa Restaurant & Bar;Restauration et gastronomie;Au cœur de la capitale mondiale de la gastronomie, dégustez des plats gourmands et raffinés, avec des produits rigoureusement sélectionnés. En tête à tête ou en réunion d'affaires, profitez de votre repas dans une ambiance feutrée et conviviale.;;0/0b/13-0bc148cb-04cb-3740-bc11-835c8b800769.json
Exposition Ecoles et musée. Géant ou minuscule : l’échelle de l’art;Culture et patrimoine;Une exposition qui propose de découvrir les travaux réalisés par les élèves au cours de la saison  2024/2025.;;0/0b/13-0bc4b3bc-7833-3d92-907a-b2c847b8dcc1.json
Les Gugusses de Saint-Clément !;Autres points d'intérêt;Tel d'anciens occupants de la Montagne bourbonnaise figés dans le temps, les Gugusses veillent aujourd'hui sur les habitants du village de ST CLEMENT (03);;0/0b/13-0bc6e068-97ed-3578-b1a5-34130cec927e.json
Bois de Gravière;Nature et détente;Petit camping familial et convivial. Location chalets et mobil-homes (à la semaine et nuitée) restauration et location de salle pour les groupes. Location/vente de parcelles à l'année. Notre camping propose aussi des emplacements de camping environ 100 m²;;0/0b/13-0bc84e47-126c-3d25-855c-e42e62b8c541.json
Conférence d'accueil Thermes - Mercredi 20 août;Autres points d'intérêt;A_GENERER_VIA_IA;;0/0b/13-0bca4309-7741-34e8-afa6-24ef28b5691c.json
Snack-Bar-Restaurant La Causerie;Restauration et gastronomie;Dans le centre piéton, la Causerie et ses propriétaires vous proposent des plats snacking : large choix de hamburgers, paninis… ainsi que des spécialités régionales, ravioles, raclettes… à déguster sur place ou à emporter !;;0/0b/13-0bcc707c-3e6a-3eb4-8f14-ed2ab807ce23.json
A 4 Mains;Autres points d'intérêt;Virginie et Arnaud, Maîtres Restaurateurs vous proposent de déguster une cuisine de saison à base de produits frais qui met à l'honneur les producteurs locaux. Tous les plats et pâtisseries sont faits maison.;;0/0b/13-0bcd938e-4aa3-3c52-b58c-32212a51fec8.json
Commémoration de l'Armistice 1918;Autres points d'intérêt;La municipalité et les associations des anciens combattants organisent la commémoration de l'Armistice de 1918 devant le monument aux morts suivi d'un verre de l'amitié à la Maison des Associations.;;0/0b/13-0bcfd164-eec0-3157-bdd5-761ab496ba33.json
"Cafébib'-projection Ad'hoc: ""Eco"" et ""Demain au boulot""";Autres points d'intérêt;"Ciné-débat autour des projections ""Eco"" et ""Demain au boulot"" dans le cadre du festival Les rencontres Ad'hoc. Films documentaires hors-circuit.";;0/0b/13-0bd01252-49ae-346a-82f4-d5ad1ba88297.json
Site de la Scia - Décollage Ouest;Autres points d'intérêt;"Le site de la Scia est géré par le comité départementale de vol libre, les écoles de parapentes ""Les Gens d'Air"" et ""Volez"" ainsi que le club ""Air Gus Vol libre"".";;0/0b/13-0bd37f14-03f0-3ae0-ade2-1f7183004b44.json
Festival Japan Touch Salon de l'Asie;Spectacles et événements;Le Festival Japan Touch et la Salon de l'Asie 2025 se dérouleront en décembre à Chassieu à l'Eurexpo Lyon.;;0/0b/13-0bd87844-771a-393a-9e37-4cac487f236d.json
Eglise Notre-Dame de l'Assomption;Culture et patrimoine;Voyage dans le temps grâce à l'église paroissiale avec ses trois retables de style baroque et son mobilier préservé.;;0/0b/13-0bd8bc8d-2906-3fe8-9aec-cb7f14c8c2db.json
Salle Cerutti 1;Autres points d'intérêt;Salle de réunion ou d'activités (jeux de société, ateliers loisirs créatifs,...);;0/0b/13-0bdbdebc-a66b-30f1-b302-168d85802444.json
Asian sushi;Autres points d'intérêt;Spécialité : sushis, plats chinois et japonais.;;0/0b/13-0bdc6e93-0594-3588-aa9a-48966564e0f8.json
Saveurs d'Asie;Autres points d'intérêt;Venez découvrir la cuisine chinoise dans un restaurant traditionnel asiatique.;;0/0b/13-0bdded6b-bbb2-3f80-af6c-988ed560a6ae.json
